strategy,F1,F2,C,V,CAGR,daily_sharpe,max_drawdown,win_ratio,ytd
DEBTRATIO_0.35_0.55__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_0.35_0.55,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v0,0.1303237977484779,53.18,-0.37362883195459706,0.6008810572687224,0.09092039842320765
EPS_>=2__DEBTRATIO_>=0.55__C1_ROE_SEQ_qmax4__v1,EPS_>=2,DEBTRATIO_>=0.55,C1_ROE_SEQ_qmax4,v1,0.13028942379281894,47.1,-0.30827553306737165,0.5683453237410072,0.062405014898297084
ROE_5_10__DEBTRATIO_>=0.55__None__v1,ROE_5_10,DEBTRATIO_>=0.55,None,v1,0.12996225114344107,48.63,-0.5230064540684627,0.6,0.15324217118454198
EPS_0_2__DEBTRATIO_0.35_0.55__C6_EPS_QOQ_yoy__v0,EPS_0_2,DEBTRATIO_0.35_0.55,C6_EPS_QOQ_yoy,v0,0.12996111571790658,52.05,-0.40114888999929466,0.5970149253731343,-0.03283070533859822
DEBTRATIO_0_0.35__EPS_<0__C5_REVENUE_GROWTH_yoy__v0,DEBTRATIO_0_0.35,EPS_<0,C5_REVENUE_GROWTH_yoy,v0,0.12990643889800424,41.6,-0.38441527234567285,0.5634920634920635,-0.0964926835001072
ROE_10_15__DEBTRATIO_0.35_0.55__C3_ROE_SEQ_yoy__v0,ROE_10_15,DEBTRATIO_0.35_0.55,C3_ROE_SEQ_yoy,v0,0.1296292484851571,50.57,-0.20614009414786005,0.6346153846153846,-0.06599490074803682
ROE_5_10__EPS_>=2__C5_REVENUE_GROWTH_yoy__v1,ROE_5_10,EPS_>=2,C5_REVENUE_GROWTH_yoy,v1,0.12930779168718054,47.36,-0.1872802762450797,0.5245901639344263,0.15618201379053387
DEBTRATIO_0.35_0.55__ROE_10_15__C6_EPS_QOQ_yoy__v0,DEBTRATIO_0.35_0.55,ROE_10_15,C6_EPS_QOQ_yoy,v0,0.12924550916859623,53.35,-0.27055477024948693,0.6296296296296297,-0.049215992143694653
EPS_>=2__ROE_>=20__C4_REVENUE_GROWTH_qmax5__v0,EPS_>=2,ROE_>=20,C4_REVENUE_GROWTH_qmax5,v0,0.1291362197988588,49.38,-0.3598315678390005,0.5714285714285714,0.1725352714535573
ROE_10_15__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_10_15,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.12901887642736187,57.58,-0.3708357437477494,0.5398550724637681,0.02687638788076896
ROE_10_15__EPS_>=2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_10_15,EPS_>=2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.12891922468318673,64.68,-0.388798420933001,0.5333333333333333,-0.020211442219343234
DEBTRATIO_0.35_0.55__None__C1_ROE_SEQ_qmax4__v1,DEBTRATIO_0.35_0.55,None,C1_ROE_SEQ_qmax4,v1,0.1285608822197004,58.48,-0.38636236828608006,0.5771230502599654,0.19848914505012027
FCF_P_<0__DEBTRATIO_0.35_0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_<0,DEBTRATIO_0.35_0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.12825280783570792,60.84,-0.40101414819301273,0.5906976744186047,0.051562394623342556
EPS_<0__None__C2_ROE_SEQ_riseq1__v0,EPS_<0,None,C2_ROE_SEQ_riseq1,v0,0.12818837992892096,48.94,-0.3005847149519947,0.5483870967741935,0.067628976744186
ROE_<5__FCF_P_>=0.05__C1_ROE_SEQ_qmax4__v0,ROE_<5,FCF_P_>=0.05,C1_ROE_SEQ_qmax4,v0,0.12816621977125275,48.84,-0.47979391651219505,0.5894941634241245,0.21498739704914605
DEBTRATIO_0.35_0.55__None__None__v1,DEBTRATIO_0.35_0.55,None,None,v1,0.1281354365744709,58.26,-0.3831563576632403,0.5866028708133971,0.19681958393346632
EPS_>=2__ROE_>=20__None__v0,EPS_>=2,ROE_>=20,None,v0,0.12767102286840237,49.8,-0.39736735995150396,0.5675675675675675,0.1827617235037151
FCF_P_>=0.05__ROE_10_15__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,FCF_P_>=0.05,ROE_10_15,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.1274193507713517,57.98,-0.19410929737402427,0.5714285714285714,0.0018717899578382102
ROE_10_15__FCF_P_0_0.05__C3_ROE_SEQ_yoy__v0,ROE_10_15,FCF_P_0_0.05,C3_ROE_SEQ_yoy,v0,0.12740945409347537,49.85,-0.2603233994519183,0.6036036036036037,-0.008992273508704463
ROE_15_20__FCF_P_>=0.05__None__v0,ROE_15_20,FCF_P_>=0.05,None,v0,0.1273511648342116,54.16,-0.5087970387942371,0.75,0.03931389038705824
ROE_15_20__FCF_P_>=0.05__C4_REVENUE_GROWTH_qmax5__v0,ROE_15_20,FCF_P_>=0.05,C4_REVENUE_GROWTH_qmax5,v0,0.1273511648342116,54.16,-0.5087970387942371,0.75,0.03931389038705824
EPS_>=2__DEBTRATIO_0.35_0.55__C6_EPS_QOQ_yoy__v0,EPS_>=2,DEBTRATIO_0.35_0.55,C6_EPS_QOQ_yoy,v0,0.12732102828292047,49.75,-0.4834425952847722,0.616600790513834,0.22982971051808954
DEBTRATIO_>=0.55__EPS_>=2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,DEBTRATIO_>=0.55,EPS_>=2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.127292222524928,59.86,-0.3317177503853258,0.5642857142857143,0.011197733319024294
ROE_15_20__DEBTRATIO_0_0.35__C4_REVENUE_GROWTH_qmax5__v0,ROE_15_20,DEBTRATIO_0_0.35,C4_REVENUE_GROWTH_qmax5,v0,0.12717318447124737,41.92,-0.5461672336694213,0.5655737704918032,0.08639692575712044
FCF_P_<0__ROE_>=20__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_<0,ROE_>=20,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.12711691991488538,55.51,-0.39181199997850213,0.5818181818181818,-0.11891646403181722
ROE_<5__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v1,ROE_<5,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v1,0.12682627040074945,52.56,-0.39234722690653,0.567551622418879,0.18224245970859454
DEBTRATIO_0.35_0.55__EPS_0_2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,DEBTRATIO_0.35_0.55,EPS_0_2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.12658767801727722,68.97,-0.3682952744797702,0.6145374449339207,0.07739769363283178
DEBTRATIO_0.35_0.55__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,DEBTRATIO_0.35_0.55,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.12644339183800435,69.1,-0.3687628495294992,0.6275303643724697,0.10347549798308497
EPS_0_2__ROE_<5__None__v1,EPS_0_2,ROE_<5,None,v1,0.12637988173024017,52.32,-0.39359427568043237,0.5756808106396454,0.15736337275355283
ROE_<5__FCF_P_<0__C2_ROE_SEQ_riseq1__v0,ROE_<5,FCF_P_<0,C2_ROE_SEQ_riseq1,v0,0.12627366262875706,39.08,-0.28642808107537754,0.5975609756097561,-0.002783573841781517
DEBTRATIO_0_0.35__EPS_>=2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,DEBTRATIO_0_0.35,EPS_>=2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.126218932403926,64.97,-0.3724173982915485,0.5698005698005698,0.12731665754154964
ROE_5_10__DEBTRATIO_0.35_0.55__C4_REVENUE_GROWTH_qmax5__v0,ROE_5_10,DEBTRATIO_0.35_0.55,C4_REVENUE_GROWTH_qmax5,v0,0.12592185629575114,52.15,-0.3809559473334536,0.5586776859504132,0.035018595238828665
FCF_P_>=0.05__None__C8_FCF_MOM_riseq2__v1,FCF_P_>=0.05,None,C8_FCF_MOM_riseq2,v1,0.1259199805085689,41.5,-0.34081018223940385,0.6764705882352942,0.0
FCF_P_>=0.05__ROE_15_20__C1_ROE_SEQ_qmax4__v0,FCF_P_>=0.05,ROE_15_20,C1_ROE_SEQ_qmax4,v0,0.1258528657835425,54.97,-0.5087970387942371,0.75,0.03931389038705846
EPS_0_2__ROE_10_15__C3_ROE_SEQ_yoy__v0,EPS_0_2,ROE_10_15,C3_ROE_SEQ_yoy,v0,0.1258149876343011,46.24,-0.3237575760427246,0.5971223021582733,-0.07782791605144868
FCF_P_>=0.05__None__None__v1,FCF_P_>=0.05,None,None,v1,0.12579039964055627,51.99,-0.5766773531053286,0.5685131195335277,0.2277912067037342
ROE_5_10__None__C6_EPS_QOQ_yoy__v1,ROE_5_10,None,C6_EPS_QOQ_yoy,v1,0.1257223237056262,49.35,-0.45081030891380414,0.5,0.006332327909369662
ROE_10_15__EPS_0_2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_10_15,EPS_0_2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.12558361479441205,54.21,-0.3857877484641761,0.5503355704697986,0.03894361599474738
ROE_<5__EPS_0_2__C1_ROE_SEQ_qmax4__v1,ROE_<5,EPS_0_2,C1_ROE_SEQ_qmax4,v1,0.1254382450983853,53.33,-0.3947691858906087,0.5644208037825059,0.18271097306134654
ROE_5_10__DEBTRATIO_>=0.55__C1_ROE_SEQ_qmax4__v1,ROE_5_10,DEBTRATIO_>=0.55,C1_ROE_SEQ_qmax4,v1,0.12532198789737592,48.14,-0.5305278094604599,0.5675675675675675,0.11579221244125226
ROE_15_20__DEBTRATIO_>=0.55__C3_ROE_SEQ_yoy__v1,ROE_15_20,DEBTRATIO_>=0.55,C3_ROE_SEQ_yoy,v1,0.12502897039788086,820.14,-0.026797030599312044,1.0,0.0
DEBTRATIO_>=0.55__ROE_15_20__C6_EPS_QOQ_yoy__v1,DEBTRATIO_>=0.55,ROE_15_20,C6_EPS_QOQ_yoy,v1,0.12502897039788086,820.14,-0.026797030599312044,1.0,0.0
DEBTRATIO_>=0.55__ROE_15_20__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_>=0.55,ROE_15_20,C5_REVENUE_GROWTH_yoy,v1,0.12502897039788086,820.14,-0.026797030599312044,1.0,0.0
EPS_>=2__ROE_>=20__C1_ROE_SEQ_qmax4__v0,EPS_>=2,ROE_>=20,C1_ROE_SEQ_qmax4,v0,0.12463769963222959,50.11,-0.3973673561786264,0.5843621399176955,0.16551985398396907
DEBTRATIO_0.35_0.55__EPS_0_2__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_0.35_0.55,EPS_0_2,C2_ROE_SEQ_riseq1,v0,0.12453648150643137,47.85,-0.4048318440905645,0.6686746987951807,-0.08053684182497334
ROE_<5__DEBTRATIO_>=0.55__C4_REVENUE_GROWTH_qmax5__v1,ROE_<5,DEBTRATIO_>=0.55,C4_REVENUE_GROWTH_qmax5,v1,0.12452864070624425,53.97,-0.4375540683741991,0.5761316872427984,0.14832776725802277
ROE_5_10__DEBTRATIO_0.35_0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,ROE_5_10,DEBTRATIO_0.35_0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.12404114759179286,63.17,-0.3873834713930234,0.6102449888641426,0.009733554673564182
FCF_P_0_0.05__ROE_15_20__None__v1,FCF_P_0_0.05,ROE_15_20,None,v1,0.12354313628415592,37.8,-0.3503392587254692,0.5634920634920635,-0.2813477022612487
EPS_0_2__None__C5_REVENUE_GROWTH_yoy__v1,EPS_0_2,None,C5_REVENUE_GROWTH_yoy,v1,0.12341619279424032,50.9,-0.40487227289841776,0.5772357723577236,-0.18021108986915557
FCF_P_<0__None__C1_ROE_SEQ_qmax4__v1,FCF_P_<0,None,C1_ROE_SEQ_qmax4,v1,0.1233421250514577,47.84,-0.4370604891475528,0.5719298245614035,0.01007215965734809
EPS_>=2__FCF_P_0_0.05__C4_REVENUE_GROWTH_qmax5__v1,EPS_>=2,FCF_P_0_0.05,C4_REVENUE_GROWTH_qmax5,v1,0.12326835300725603,49.4,-0.3613114135069846,0.5378704720087816,0.11237663715207047
EPS_>=2__FCF_P_0_0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_>=2,FCF_P_0_0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.12325504260594133,60.72,-0.36082172078564667,0.5576923076923077,0.09383362795269523
EPS_>=2__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,EPS_>=2,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.12319589581382329,66.44,-0.3728492315539178,0.5766488413547237,0.12256152390755304
FCF_P_>=0.05__DEBTRATIO_0.35_0.55__C6_EPS_QOQ_yoy__v0,FCF_P_>=0.05,DEBTRATIO_0.35_0.55,C6_EPS_QOQ_yoy,v0,0.12311831515748106,46.61,-0.3534139036894661,0.48,0.0
DEBTRATIO_0.35_0.55__FCF_P_0_0.05__None__v0,DEBTRATIO_0.35_0.55,FCF_P_0_0.05,None,v0,0.1226085759398392,55.62,-0.3874100486807128,0.6025791324736225,0.11754997247428123
FCF_P_>=0.05__ROE_<5__C4_REVENUE_GROWTH_qmax5__v0,FCF_P_>=0.05,ROE_<5,C4_REVENUE_GROWTH_qmax5,v0,0.12256668009359228,49.98,-0.49328126086228485,0.6,0.22093224077746765
FCF_P_0_0.05__DEBTRATIO_0.35_0.55__C5_REVENUE_GROWTH_yoy__v1,FCF_P_0_0.05,DEBTRATIO_0.35_0.55,C5_REVENUE_GROWTH_yoy,v1,0.12251156319132672,53.28,-0.3035721980702988,0.6307692307692307,0.0471240269655846
DEBTRATIO_>=0.55__EPS_>=2__None__v1,DEBTRATIO_>=0.55,EPS_>=2,None,v1,0.12249739908323809,46.99,-0.3458548312244637,0.5746268656716418,0.06240501489815764
DEBTRATIO_>=0.55__ROE_5_10__C8_FCF_MOM_riseq2__v0,DEBTRATIO_>=0.55,ROE_5_10,C8_FCF_MOM_riseq2,v0,0.12226190005536619,61.4,-0.3829939246537467,0.6785714285714286,0.1577460910300723
EPS_0_2__DEBTRATIO_>=0.55__C6_EPS_QOQ_yoy__v1,EPS_0_2,DEBTRATIO_>=0.55,C6_EPS_QOQ_yoy,v1,0.12226121293185077,51.17,-0.4454824734920212,0.696969696969697,-0.014774556795435934
FCF_P_<0__None__None__v1,FCF_P_<0,None,None,v1,0.1220456463934787,49.31,-0.425783716683943,0.575326215895611,0.032462608648697655
DEBTRATIO_0_0.35__EPS_>=2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,DEBTRATIO_0_0.35,EPS_>=2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.12168411288189596,56.26,-0.4032468795453181,0.5337423312883436,0.04284706305414221
FCF_P_>=0.05__ROE_5_10__C3_ROE_SEQ_yoy__v0,FCF_P_>=0.05,ROE_5_10,C3_ROE_SEQ_yoy,v0,0.12164566475320471,45.31,-0.49157045224238227,0.6666666666666666,0.09877239400938587
ROE_5_10__FCF_P_>=0.05__C6_EPS_QOQ_yoy__v0,ROE_5_10,FCF_P_>=0.05,C6_EPS_QOQ_yoy,v0,0.12164566475320471,45.31,-0.49157045224238227,0.6666666666666666,0.09877239400938587
FCF_P_0_0.05__DEBTRATIO_0.35_0.55__C1_ROE_SEQ_qmax4__v0,FCF_P_0_0.05,DEBTRATIO_0.35_0.55,C1_ROE_SEQ_qmax4,v0,0.12145758866825096,55.82,-0.38152617899919294,0.5788617886178862,0.11806131355910954
FCF_P_0_0.05__None__C6_EPS_QOQ_yoy__v1,FCF_P_0_0.05,None,C6_EPS_QOQ_yoy,v1,0.12125026281627971,50.49,-0.40415168806353385,0.5573770491803278,-0.18443520038202332
ROE_5_10__DEBTRATIO_0.35_0.55__C1_ROE_SEQ_qmax4__v0,ROE_5_10,DEBTRATIO_0.35_0.55,C1_ROE_SEQ_qmax4,v0,0.12116551923064489,54.09,-0.38758787882789936,0.5651438240270727,0.04546908201040467
FCF_P_0_0.05__DEBTRATIO_0.35_0.55__C4_REVENUE_GROWTH_qmax5__v1,FCF_P_0_0.05,DEBTRATIO_0.35_0.55,C4_REVENUE_GROWTH_qmax5,v1,0.12103416533503064,61.25,-0.36672780631027124,0.5675954592363261,0.16966496602745051
DEBTRATIO_0.35_0.55__FCF_P_0_0.05__C4_REVENUE_GROWTH_qmax5__v0,DEBTRATIO_0.35_0.55,FCF_P_0_0.05,C4_REVENUE_GROWTH_qmax5,v0,0.12065010168846868,57.02,-0.3843614657718747,0.5864093959731543,0.12047626798640643
FCF_P_<0__ROE_10_15__C4_REVENUE_GROWTH_qmax5__v0,FCF_P_<0,ROE_10_15,C4_REVENUE_GROWTH_qmax5,v0,0.12048693208354289,42.04,-0.6469397029050972,0.5384615384615384,0.08137889594752723
ROE_5_10__DEBTRATIO_0.35_0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_5_10,DEBTRATIO_0.35_0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.12019365060991816,57.2,-0.438578393953012,0.6261682242990654,0.14639168610311493
EPS_0_2__None__C3_ROE_SEQ_yoy__v1,EPS_0_2,None,C3_ROE_SEQ_yoy,v1,0.12008387468648563,46.34,-0.4033295600913447,0.5495750708215298,-0.23088836916290356
ROE_15_20__FCF_P_0_0.05__C4_REVENUE_GROWTH_qmax5__v1,ROE_15_20,FCF_P_0_0.05,C4_REVENUE_GROWTH_qmax5,v1,0.12004171673821884,38.18,-0.36324246786310854,0.5714285714285714,-0.29562118425859973
ROE_<5__None__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_<5,None,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.11993279297720738,75.92,-0.3788273193419599,0.5743670886075949,0.1673932800801139
EPS_>=2__FCF_P_<0__None__v1,EPS_>=2,FCF_P_<0,None,v1,0.11980074420622389,34.02,-0.588553692998431,0.6125,0.11770222891831783
EPS_>=2__DEBTRATIO_0_0.35__None__v0,EPS_>=2,DEBTRATIO_0_0.35,None,v0,0.11963757651505502,50.43,-0.3925930803664407,0.5638629283489096,0.13428914587071294
EPS_>=2__DEBTRATIO_0_0.35__C4_REVENUE_GROWTH_qmax5__v0,EPS_>=2,DEBTRATIO_0_0.35,C4_REVENUE_GROWTH_qmax5,v0,0.11950814391010622,50.52,-0.3882898017211205,0.5868772782503038,0.1351684060648659
DEBTRATIO_0.35_0.55__EPS_0_2__C4_REVENUE_GROWTH_qmax5__v1,DEBTRATIO_0.35_0.55,EPS_0_2,C4_REVENUE_GROWTH_qmax5,v1,0.11948401966322786,59.86,-0.3603066278345769,0.5886363636363636,0.07757586809665318
ROE_5_10__DEBTRATIO_0.35_0.55__None__v0,ROE_5_10,DEBTRATIO_0.35_0.55,None,v0,0.11937444856515556,54.46,-0.38717543374460406,0.5634328358208955,0.03361122529354588
ROE_<5__FCF_P_0_0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_<5,FCF_P_0_0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.11931781845598555,80.81,-0.35231451002358105,0.5588526211671613,0.17359384236066333
ROE_10_15__FCF_P_0_0.05__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_10_15,FCF_P_0_0.05,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.11904123479583917,61.23,-0.36160786196257455,0.5470085470085471,0.03495326979788471
DEBTRATIO_0.35_0.55__ROE_10_15__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,DEBTRATIO_0.35_0.55,ROE_10_15,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.11874349160867781,62.75,-0.37453075247140233,0.5932203389830508,0.08669334066959
EPS_>=2__DEBTRATIO_0_0.35__C1_ROE_SEQ_qmax4__v0,EPS_>=2,DEBTRATIO_0_0.35,C1_ROE_SEQ_qmax4,v0,0.11871384035119936,50.76,-0.3899580298068335,0.5733015494636472,0.13808673071994249
FCF_P_<0__ROE_15_20__None__v0,FCF_P_<0,ROE_15_20,None,v0,0.11871080884830354,45.51,-0.3499298737727907,0.6842105263157895,0.09818950007589078
DEBTRATIO_0.35_0.55__FCF_P_0_0.05__None__v1,DEBTRATIO_0.35_0.55,FCF_P_0_0.05,None,v1,0.11833235283866572,61.16,-0.37627531111207857,0.5715871254162043,0.1725247988573484
FCF_P_0_0.05__DEBTRATIO_>=0.55__C2_ROE_SEQ_riseq1__v1,FCF_P_0_0.05,DEBTRATIO_>=0.55,C2_ROE_SEQ_riseq1,v1,0.11807766420454979,88.85,-0.16432021093300764,0.6666666666666666,0.0
EPS_>=2__None__None__v0,EPS_>=2,None,None,v0,0.1179847094825035,51.47,-0.3890465941484844,0.5579053373615307,0.1372341591523658
FCF_P_0_0.05__ROE_>=20__C2_ROE_SEQ_riseq1__v1,FCF_P_0_0.05,ROE_>=20,C2_ROE_SEQ_riseq1,v1,0.11796257020030643,98.42,-0.11638549544308707,0.7272727272727273,0.26000072489364956
ROE_>=20__None__C2_ROE_SEQ_riseq1__v1,ROE_>=20,None,C2_ROE_SEQ_riseq1,v1,0.11796257020030643,98.42,-0.11638549544308707,0.7272727272727273,0.26000072489364956
EPS_>=2__None__C4_REVENUE_GROWTH_qmax5__v0,EPS_>=2,None,C4_REVENUE_GROWTH_qmax5,v0,0.11793122912675869,51.8,-0.3774014337845618,0.5775602409638554,0.14000937771003796
FCF_P_0_0.05__EPS_>=2__C1_ROE_SEQ_qmax4__v1,FCF_P_0_0.05,EPS_>=2,C1_ROE_SEQ_qmax4,v1,0.11789778312223964,49.27,-0.38701084246038553,0.5304347826086957,0.09894818654329951
FCF_P_0_0.05__EPS_>=2__None__v1,FCF_P_0_0.05,EPS_>=2,None,v1,0.11758442751100051,49.25,-0.3872948993907743,0.544405997693195,0.10552416191369174
DEBTRATIO_0_0.35__ROE_15_20__None__v0,DEBTRATIO_0_0.35,ROE_15_20,None,v0,0.11742881833054142,42.96,-0.5461672336694213,0.5666666666666667,0.06860851018796676
DEBTRATIO_0.35_0.55__EPS_0_2__None__v1,DEBTRATIO_0.35_0.55,EPS_0_2,None,v1,0.11724215021012152,61.11,-0.36335976371329115,0.5931790499390986,0.07432887902422713
ROE_5_10__FCF_P_<0__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_5_10,FCF_P_<0,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.11714861107550334,56.77,-0.439678557337122,0.580952380952381,-0.0128430591994666
FCF_P_0_0.05__None__C6_EPS_QOQ_yoy__v0,FCF_P_0_0.05,None,C6_EPS_QOQ_yoy,v0,0.11692646920358918,57.3,-0.3831249439404599,0.5864086408640864,-0.018388202456291247
DEBTRATIO_>=0.55__FCF_P_0_0.05__C2_ROE_SEQ_riseq1__v0,DEBTRATIO_>=0.55,FCF_P_0_0.05,C2_ROE_SEQ_riseq1,v0,0.11670944739033229,51.69,-0.42979440268318736,0.5957446808510638,-0.07581548128397919
DEBTRATIO_0.35_0.55__ROE_<5__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,DEBTRATIO_0.35_0.55,ROE_<5,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.11667418208488156,77.31,-0.36753742710120496,0.6042553191489362,0.1376635284430403
ROE_<5__FCF_P_<0__None__v1,ROE_<5,FCF_P_<0,None,v1,0.11659496569107386,52.76,-0.4184872725758372,0.5740458015267176,0.041107815604121356
FCF_P_0_0.05__DEBTRATIO_0.35_0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v0,FCF_P_0_0.05,DEBTRATIO_0.35_0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v0,0.11657544313346513,77.84,-0.35608152383751746,0.5898477157360406,0.10744871451496474
ROE_15_20__EPS_0_2__C5_REVENUE_GROWTH_yoy__v0,ROE_15_20,EPS_0_2,C5_REVENUE_GROWTH_yoy,v0,0.11648818447460685,52.54,-0.3046934755310131,0.6037735849056604,-0.06233441506163695
ROE_>=20__None__C5_REVENUE_GROWTH_yoy__v1,ROE_>=20,None,C5_REVENUE_GROWTH_yoy,v1,0.1162538249434788,69.55,-0.2246958422487373,0.68,0.06692016376745813
FCF_P_0_0.05__DEBTRATIO_0.35_0.55__C1_ROE_SEQ_qmax4__v1,FCF_P_0_0.05,DEBTRATIO_0.35_0.55,C1_ROE_SEQ_qmax4,v1,0.11602584523778803,62.99,-0.3800612364045748,0.5570264765784114,0.16935825320213116
EPS_>=2__None__C1_ROE_SEQ_qmax4__v0,EPS_>=2,None,C1_ROE_SEQ_qmax4,v0,0.11601703930131091,52.25,-0.3852495728705687,0.5637181409295352,0.13715425960240335
DEBTRATIO_>=0.55__ROE_5_10__C5_REVENUE_GROWTH_yoy__v1,DEBTRATIO_>=0.55,ROE_5_10,C5_REVENUE_GROWTH_yoy,v1,0.1158061210162904,67.46,-0.2665608991707743,0.6923076923076923,0.0
ROE_10_15__DEBTRATIO_0_0.35__C3_ROE_SEQ_yoy__v0,ROE_10_15,DEBTRATIO_0_0.35,C3_ROE_SEQ_yoy,v0,0.1156365054187678,51.49,-0.25470931816170905,0.5806451612903226,-0.027735754106565147
EPS_>=2__None__C4_REVENUE_GROWTH_qmax5__v1,EPS_>=2,None,C4_REVENUE_GROWTH_qmax5,v1,0.11525805726627714,50.41,-0.3971566020433369,0.5392620624408704,0.09821102607332532
ROE_<5__EPS_0_2__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,ROE_<5,EPS_0_2,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.11519944159214957,82.83,-0.3822133981329814,0.5677083333333334,0.21194158799202656
DEBTRATIO_0.35_0.55__EPS_0_2__C1_ROE_SEQ_qmax4__v1,DEBTRATIO_0.35_0.55,EPS_0_2,C1_ROE_SEQ_qmax4,v1,0.1151589408853757,62.69,-0.36568097484964346,0.5824915824915825,0.08055369753510999
EPS_>=2__DEBTRATIO_>=0.55__C7_EPS_QOQ_ytdavg_gt_lyytdavg__v1,EPS_>=2,DEBTRATIO_>=0.55,C7_EPS_QOQ_ytdavg_gt_lyytdavg,v1,0.11466453172635882,60.79,-0.35268476537366433,0.6082474226804123,-0.032324182709064564
FCF_P_0_0.05__None__C3_ROE_SEQ_yoy__v0,FCF_P_0_0.05,None,C3_ROE_SEQ_yoy,v0,0.11464487499992915,56.91,-0.3800238666449567,0.5841775205016884,-0.039551042257573776
EPS_>=2__None__None__v1,EPS_>=2,None,None,v1,0.11463361358803681,49.09,-0.4253461566107096,0.5396188565697091,0.10336677294395269
EPS_<0__DEBTRATIO_0.35_0.55__C1_ROE_SEQ_qmax4__v1,EPS_<0,DEBTRATIO_0.35_0.55,C1_ROE_SEQ_qmax4,v1,0.1145659444048377,71.93,-0.5124856516546852,0.5035460992907801,0.7234520342321189
ROE_<5__FCF_P_>=0.05__None__v1,ROE_<5,FCF_P_>=0.05,None,v1,0.11413246832229573,50.21,-0.5832242419750071,0.5892116182572614,0.24514126787863977
FCF_P_0_0.05__ROE_15_20__C1_ROE_SEQ_qmax4__v1,FCF_P_0_0.05,ROE_15_20,C1_ROE_SEQ_qmax4,v1,0.11393816663457246,38.45,-0.37983804256509457,0.5658914728682171,-0.3139791473217184
ROE_15_20__DEBTRATIO_0_0.35__C1_ROE_SEQ_qmax4__v0,ROE_15_20,DEBTRATIO_0_0.35,C1_ROE_SEQ_qmax4,v0,0.11383778796540711,43.99,-0.5461672336694213,0.5793650793650794,0.0686085101879661
