strategy,F組合,C,CAGR,max_drawdown,win_ratio,持股數,V
REVENUE_qb0of3__FCF_OI_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,REVENUE_qb0of3__FCF_OI_qb2of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.18387660636976433,-0.4194836259179374,0.5549665178571429,31.33,v1
P_IC_qb1of3__VOL_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,P_IC_qb1of3__VOL_qb2of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.1838728390366442,-0.6167942011876977,0.536838464199239,21.626666666666665,v1
EV_EBITDA_qb0of3__OCF_E_qb2of3__C14_EPS_DYN_ytdavg_gt_lyavg__v1,EV_EBITDA_qb0of3__OCF_E_qb2of3,C14_EPS_DYN_ytdavg_gt_lyavg,0.18371953233194982,-0.5721564856551444,0.5607814761215629,30.44333333333333,v1
P_IC_qb0of3__None__C12_EPS_DYN_yoy__v0,P_IC_qb0of3__None,C12_EPS_DYN_yoy,0.18369609241644014,-0.6726163963775624,0.5684695051783659,18.776978417266186,v0
P_IC_qb0of3__FCF_OI_qb0of3__C20_FCF_P_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb0of3__FCF_OI_qb0of3,C20_FCF_P_DYN_ytdavg_gt_lyytdavg,0.1836892281391329,-0.7056830282604027,0.572831926323868,62.89510489510489,v0
PB_qb0of3__FCF_P_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v1,PB_qb0of3__FCF_P_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18352635389903038,-0.5963663306466376,0.548233695652174,21.228070175438596,v1
P_IC_qb0of3__OCF_E_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,P_IC_qb0of3__OCF_E_qb2of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.1834496255543363,-0.5934993097838224,0.5725915875169606,21.843333333333334,v1
REVENUE_qb0of3__DEBTRATIO_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,REVENUE_qb0of3__DEBTRATIO_qb2of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.1833688768141013,-0.7634993026638128,0.5549698795180723,12.696666666666667,v1
PB_qb0of3__REV_G_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,PB_qb0of3__REV_G_qb0of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.18334184191949876,-0.5812399440363694,0.553932584269663,22.083916083916083,v1
VOL_qb2of3__REV_G_qb0of3__C3_ROE_DYN_qmax4__v1,VOL_qb2of3__REV_G_qb0of3,C3_ROE_DYN_qmax4,0.18325143574393388,-0.7095063161121835,0.5237003058103975,42.083333333333336,v1
P_IC_qb1of3__FCF_P_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb1of3__FCF_P_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18303891072910305,-0.5262277018117694,0.5486969964664311,103.01754385964912,v0
VOL_qb2of3__REV_G_qb0of3__C11_EPS_DYN_qmax8__v1,VOL_qb2of3__REV_G_qb0of3,C11_EPS_DYN_qmax8,0.18296078614232125,-0.7126766131204662,0.5210084033613446,41.5,v1
EV_EBITDA_qb0of3__ROIC_qb0of3__None__v1,EV_EBITDA_qb0of3__ROIC_qb0of3,None,0.18288657430747102,-0.7226486646630346,0.5221132335226295,56.62179487179487,v1
P_IC_qb1of3__CROIC_qb0of3__C13_EPS_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb1of3__CROIC_qb0of3,C13_EPS_DYN_ytdavg_gt_lyytdavg,0.18270082647522634,-0.526324949093504,0.5490284173873975,101.66315789473684,v0
P_IC_qb1of3__NETDEBT_EBITDA_qb0of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v0,P_IC_qb1of3__NETDEBT_EBITDA_qb0of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.18260820577510994,-0.5017460758283442,0.5493353783231084,69.72027972027972,v0
P_IC_qb0of3__NETDEBT_EBITDA_qb0of3__C17_FCF_P_DYN_qmax4__v1,P_IC_qb0of3__NETDEBT_EBITDA_qb0of3,C17_FCF_P_DYN_qmax4,0.18253100247594456,-0.7243093828812065,0.5794631444397103,23.878205128205128,v1
REVENUE_qb0of3__P_IC_qb1of3__C6_ROE_DYN_ytdavg_gt_lyytdavg__v1,REVENUE_qb0of3__P_IC_qb1of3,C6_ROE_DYN_ytdavg_gt_lyytdavg,0.18219033906015936,-0.6131842084957883,0.5446998722860792,14.548951048951048,v1
PS_qb0of3__OCF_E_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,PS_qb0of3__OCF_E_qb2of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.18217547411215573,-0.5955325506782231,0.5659796256811183,32.20333333333333,v1
EV_EBITDA_qb0of3__ACCRUAL_qb2of3__C7_ROE_DYN_ytdavg_gt_lyavg__v1,EV_EBITDA_qb0of3__ACCRUAL_qb2of3,C7_ROE_DYN_ytdavg_gt_lyavg,0.1819405573992272,-0.6111743723360075,0.5414173228346457,21.62,v1
